employee_id,name,department,position,attendance,salary,phone,email,hired_date
246,Puspa Bista,Logistics,Supervisor,True,32985.89,+977-9861491782,puspa.bista@mail.com,2020-12-31
247,Jaya Lamichhane,HR,Manager,True,41980.93,+977-9743148975,jaya_lamichhane@hotmail.com,2022-01-20
248,Krishna Rai,Customer Service,Clerk,True,18417.63,+977-9853113615,krishna_rai@yahoo.com,2025-01-31
249,Rekha Magar,Customer Service,Delivery Person,True,21472.16,+977-9862378706,rekha_magar158@mail.com,2022-06-13
250,Roshan Gautam,Logistics,Cashier,True,22462.03,+977-9805761453,roshangautam893@mail.com,2020-11-18
251,Mohan Adhikari,Sales,Manager,True,68863.84,+977-9863164726,mohan.adhikari@hotmail.com,2022-04-24
252,Kopila Pant,Logistics,Cashier,True,17904.62,+977-9854946324,kopilapant@yahoo.com,2024-08-28
253,Hari Oli,HR,Intern,False,11368.08,+977-9753165935,hari_oli309@mail.com,2023-05-08
254,Binita Lamichhane,Logistics,Helper,True,17693.65,+977-9853721067,binitalamichhane493@yahoo.com,2021-02-07
255,Santosh Sherpa,Customer Service,Guard,True,17342.68,+977-9859366104,santosh_sherpa46@gmail.com,2024-04-20
256,Radha Gautam,IT,Clerk,True,15805.15,+977-9765708771,radhagautam@yahoo.com,2021-06-19
257,Arun Mishra,Logistics,Executive,False,25816.39,+977-9829719961,arun_mishra243@outlook.com,2020-09-16
258,Laxmi Giri,Sales,Delivery Person,True,20405.52,+977-9868806122,laxmi.giri146@gmail.com,2020-02-20
259,Prakash Thapa,Inventory,Cashier,True,16549.54,+977-9743646142,prakash.thapa327@hotmail.com,2023-09-11
260,Hari Sharma,Inventory,Delivery Person,True,19694.15,+977-9863200709,hari_sharma173@outlook.com,2022-09-10
261,Jaya Tamang,Logistics,Assistant Manager,True,34029.47,+977-9807070559,jayatamang@gmail.com,2024-12-12
262,Deepak Gurung,Accounts,Driver,False,17673.48,+977-9845878147,deepak.gurung18@mail.com,2025-01-24
263,Prem Limbu,Logistics,Manager,True,65561.93,+977-9826794490,premlimbu@mail.com,2025-06-22
264,Saraswati Yadav,Accounts,Cashier,True,21095.82,+977-9822772976,saraswatiyadav@outlook.com,2020-06-28
265,Suresh Bista,Inventory,Senior Executive,True,30391.42,+977-9829605668,sureshbista321@yahoo.com,2023-01-02
266,Laxmi Bhattarai,Sales,Delivery Person,False,20352.6,+977-9845206345,laxmibhattarai@gmail.com,2022-02-01
267,Chandra Poudel,IT,Assistant Manager,True,33493.38,+977-9802884897,chandrapoudel509@hotmail.com,2025-05-24
268,Tek Regmi,HR,Accountant,True,36377.4,+977-9847725120,tek.regmi414@mail.com,2020-09-05
269,Bimal Yadav,Accounts,Cashier,True,24622.53,+977-9762112406,bimalyadav@mail.com,2021-04-16
270,Durga Giri,Logistics,Driver,False,19600.38,+977-9822459149,durgagiri@hotmail.com,2020-09-20
271,Saraswati Oli,HR,Delivery Person,False,17413.26,+977-9761634140,saraswati_oli@gmail.com,2021-04-05
272,Rajesh Pokhrel,Accounts,Clerk,True,18221.32,+977-9862726867,rajesh_pokhrel697@yahoo.com,2020-06-23
273,Tek Basnet,Management,Accountant,True,25919.5,+977-9852895419,tek_basnet800@gmail.com,2020-06-10
274,Roshan Regmi,IT,Accountant,True,29345.89,+977-9811601716,roshan.regmi@yahoo.com,2021-03-27
275,Yogesh Devkota,HR,Guard,True,13598.4,+977-9816822559,yogesh_devkota@yahoo.com,2020-09-23
276,Suman Chaudhary,Accounts,Clerk,True,16927.35,+977-9753067037,sumanchaudhary6@hotmail.com,2021-11-29
277,Puspa Thapa,Accounts,Driver,True,22891.13,+977-9844183559,puspa_thapa525@gmail.com,2022-07-10
278,Nisha Subedi,Logistics,Helper,True,17577.66,+977-9759466027,nisha_subedi129@hotmail.com,2025-03-23
279,Radha Sitaula,Customer Service,Officer,False,23224.0,+977-9752245593,radha.sitaula@yahoo.com,2022-04-19
280,Saroj Rai,HR,Driver,False,17208.84,+977-9763483548,sarojrai@hotmail.com,2022-05-10
281,Puja Maharjan,HR,Driver,True,18922.76,+977-9769563537,puja_maharjan@yahoo.com,2025-03-30
282,Rekha Subedi,IT,Assistant Manager,True,36886.45,+977-9807310833,rekha_subedi26@yahoo.com,2021-06-22
283,Uma Magar,Customer Service,Clerk,False,18987.72,+977-9768560928,umamagar338@mail.com,2021-05-04
284,Prem Acharya,Sales,Officer,True,25793.96,+977-9814709808,prem_acharya@gmail.com,2025-03-02
285,Janaki Dahal,Inventory,Manager,True,45119.58,+977-9744307296,janaki.dahal639@hotmail.com,2024-07-26
286,Kamala Magar,Accounts,Assistant Manager,True,37206.45,+977-9748509993,kamalamagar@yahoo.com,2020-12-20
287,Mina Devkota,Logistics,Manager,True,73984.66,+977-9859247646,mina_devkota@yahoo.com,2022-05-28
288,Bikash Tiwari,Accounts,Driver,True,16200.55,+977-9757374138,bikash.tiwari@yahoo.com,2023-12-21
289,Sita Thapa,HR,Guard,True,13327.65,+977-9854961145,sita.thapa947@hotmail.com,2021-12-21
290,Mahesh Gautam,HR,Assistant Manager,True,31805.87,+977-9859665062,maheshgautam@mail.com,2022-01-15
291,Bal Maharjan,Logistics,Accountant,False,38140.82,+977-9869528678,bal_maharjan@hotmail.com,2023-12-21
292,Parvati Lama,Accounts,Supervisor,True,22556.51,+977-9753849754,parvati.lama523@hotmail.com,2021-01-10
293,Sarita Yadav,Customer Service,Manager,False,66795.36,+977-9853631266,saritayadav@outlook.com,2020-11-21
294,Ganesh Shah,Sales,Intern,True,6781.29,+977-9846500243,ganesh.shah@hotmail.com,2022-07-31
295,Raju Subedi,HR,Helper,True,16898.82,+977-9803716979,rajusubedi292@yahoo.com,2022-04-22
296,Chandra Pandey,Inventory,Driver,True,24741.94,+977-9763269599,chandra.pandey403@hotmail.com,2023-07-05
297,Ramesh Gautam,Sales,Driver,True,21032.79,+977-9754660736,ramesh.gautam@yahoo.com,2020-06-25
298,Kopila Oli,Logistics,Supervisor,True,23969.9,+977-9828048312,kopilaoli@yahoo.com,2020-06-08
299,Bijay Lamichhane,IT,Assistant Manager,True,33079.8,+977-9747531037,bijaylamichhane931@outlook.com,2024-07-20
300,Hari Yadav,Management,Officer,False,28519.59,+977-9823860423,hariyadav139@gmail.com,2024-12-04
301,Rajesh Sharma,Inventory,Intern,True,11704.49,+977-9749057847,rajesh.sharma893@hotmail.com,2022-12-28
302,Raju Bista,IT,Assistant Manager,True,32826.69,+977-9745550552,rajubista@yahoo.com,2022-02-19
303,Kopila Sherpa,Customer Service,Trainee,True,14031.28,+977-9746880788,kopilasherpa462@hotmail.com,2020-01-10
304,Prem Pradhan,IT,Clerk,True,14105.66,+977-9802329705,prem.pradhan242@gmail.com,2021-11-18
305,Ram Neupane,Sales,Officer,True,18689.99,+977-9757946345,ramneupane769@yahoo.com,2022-12-13
306,Kamal Pandey,Inventory,Guard,True,12222.45,+977-9758525906,kamalpandey@outlook.com,2025-04-06
307,Tulsi Giri,HR,Driver,True,24882.99,+977-9844214565,tulsi.giri136@hotmail.com,2021-03-24
308,Shanti Limbu,IT,Cashier,True,23769.54,+977-9805457578,shanti_limbu@mail.com,2024-01-14
309,Mahesh Tiwari,Sales,Guard,True,17418.47,+977-9763285248,mahesh_tiwari326@mail.com,2023-10-29
310,Nirmala Poudel,Logistics,Delivery Person,False,16643.24,+977-9825997457,nirmala.poudel@gmail.com,2023-04-10
311,Sunita Sapkota,Logistics,Helper,True,10929.57,+977-9846523249,sunita_sapkota511@mail.com,2022-02-01
312,Lok Bista,IT,Delivery Person,True,16496.52,+977-9859429338,lok.bista124@outlook.com,2025-03-09
313,Hari Lama,Accounts,Guard,True,17888.12,+977-9828321049,harilama@gmail.com,2024-02-21
314,Deepak Chaudhary,Management,Assistant Manager,True,32062.38,+977-9762370941,deepak.chaudhary840@gmail.com,2021-04-14
315,Keshav Oli,IT,Manager,True,54245.73,+977-9843054365,keshav.oli@mail.com,2025-01-27
316,Puja Sherpa,Accounts,Clerk,False,12967.89,+977-9864935348,puja_sherpa278@hotmail.com,2024-07-24
317,Roshan Shrestha,Sales,Trainee,True,10342.46,+977-9862974341,roshanshrestha@gmail.com,2020-12-09
318,Saroj Pandey,Accounts,Accountant,True,32574.96,+977-9814013537,sarojpandey@gmail.com,2024-02-22
319,Kamal Pokhrel,Accounts,Accountant,True,23378.9,+977-9766923910,kamal_pokhrel@gmail.com,2024-12-19
320,Sunita Shrestha,IT,Officer,True,24415.34,+977-9823380580,sunitashrestha539@mail.com,2023-09-24
321,Bimal Pradhan,Sales,Senior Executive,True,26418.43,+977-9861798403,bimal_pradhan735@yahoo.com,2024-05-30
322,Madan Pradhan,Logistics,Manager,True,64731.51,+977-9868289967,madanpradhan337@yahoo.com,2024-03-22
323,Deepak Pradhan,Management,Manager,True,60814.36,+977-9867923811,deepak_pradhan@gmail.com,2022-05-12
324,Nirmala Sapkota,Management,Assistant Manager,True,45155.46,+977-9851501327,nirmalasapkota54@mail.com,2025-04-25
325,Nabin Basnet,IT,Senior Executive,True,32439.15,+977-9849884580,nabin.basnet@gmail.com,2025-04-08
326,Lok Lamichhane,Management,Senior Executive,True,37453.68,+977-9748139356,loklamichhane675@yahoo.com,2023-12-30
327,Prabha Raut,Management,Helper,True,17369.14,+977-9748476636,prabha_raut353@yahoo.com,2025-01-11
328,Prabha Magar,Management,Senior Executive,False,33655.5,+977-9741810389,prabhamagar@yahoo.com,2021-03-28
329,Dipendra Limbu,IT,Executive,True,28068.51,+977-9869644561,dipendralimbu269@outlook.com,2021-10-20
330,Saraswati Tamang,Inventory,Supervisor,True,33278.89,+977-9758204973,saraswatitamang@hotmail.com,2023-02-17
331,Parvati Joshi,Inventory,Delivery Person,True,13160.74,+977-9869118333,parvati_joshi637@outlook.com,2023-09-03
332,Kamala Dhakal,HR,Trainee,False,12310.51,+977-9864591129,kamala.dhakal262@hotmail.com,2024-05-09
333,Tek Khadka,Inventory,Executive,True,28542.67,+977-9769071217,tek_khadka@gmail.com,2025-03-09
334,Gita Raut,Accounts,Manager,True,68295.24,+977-9823611590,gita_raut939@mail.com,2024-01-09
335,Sarita Shrestha,Sales,Clerk,True,16936.13,+977-9852400657,saritashrestha635@hotmail.com,2024-11-01
336,Jaya Shah,Accounts,Driver,True,20908.42,+977-9742706053,jaya_shah807@hotmail.com,2020-03-18
337,Prakash Mandal,Management,Cashier,True,21887.69,+977-9861687641,prakash_mandal999@outlook.com,2022-04-17
338,Uma Magar,Sales,Driver,True,15294.41,+977-9821200559,umamagar620@gmail.com,2020-12-13
339,Bal Gurung,HR,Executive,True,26948.12,+977-9859567745,bal.gurung@outlook.com,2022-04-14
340,Basanta Thapa,Management,Clerk,True,19359.58,+977-9854676901,basantathapa@hotmail.com,2025-03-10
341,Nabin Karki,Inventory,Accountant,True,28643.99,+977-9762339155,nabin_karki380@gmail.com,2020-05-21
342,Dil Dahal,IT,Trainee,False,11742.46,+977-9814907333,dil.dahal@mail.com,2020-08-05
343,Bijay Rijal,IT,Accountant,True,34409.98,+977-9852018538,bijay.rijal97@gmail.com,2021-06-15
344,Mina Acharya,Inventory,Accountant,True,27876.23,+977-9827168910,minaacharya448@mail.com,2021-02-10
345,Arun Tamang,Sales,Cashier,False,22611.56,+977-9848061454,aruntamang31@outlook.com,2022-08-01
346,Bishnu Gautam,Inventory,Assistant Manager,True,45805.4,+977-9844831626,bishnu.gautam@outlook.com,2023-10-26
347,Gopal Shrestha,Accounts,Accountant,True,22450.85,+977-9853486143,gopal_shrestha235@mail.com,2020-03-01
348,Kamal Joshi,IT,Helper,True,17973.37,+977-9853888100,kamal.joshi120@hotmail.com,2023-08-08
349,Binita Budathoki,Customer Service,Helper,False,15306.55,+977-9813702040,binita_budathoki@hotmail.com,2024-10-14
350,Bijay Chaudhary,IT,Delivery Person,True,13789.58,+977-9857977265,bijay.chaudhary@outlook.com,2020-09-13
351,Prabha Bhandari,Sales,Intern,False,8867.15,+977-9769073021,prabhabhandari210@outlook.com,2022-04-21
352,Arun Mandal,IT,Senior Executive,True,35616.61,+977-9741317898,arunmandal@yahoo.com,2024-08-05
353,Arun Pradhan,Accounts,Officer,False,24805.92,+977-9812124053,arun.pradhan@outlook.com,2025-01-29
354,Binod Maharjan,Customer Service,Guard,True,17557.76,+977-9851290249,binodmaharjan@yahoo.com,2023-11-20
355,Saroj Sitaula,IT,Manager,True,44880.44,+977-9746037962,saroj.sitaula@gmail.com,2025-01-28
356,Raju Khadka,IT,Driver,False,24263.66,+977-9743478515,raju_khadka@gmail.com,2024-05-29
357,Ambika Bhandari,Inventory,Helper,False,10370.21,+977-9844091925,ambika_bhandari415@mail.com,2020-02-07
358,Tara Subedi,Sales,Guard,True,14719.46,+977-9822085980,tara.subedi@gmail.com,2023-11-12
359,Kopila Ghimire,Inventory,Intern,True,10099.45,+977-9866888126,kopilaghimire@yahoo.com,2025-02-20
360,Dev Subedi,Customer Service,Officer,True,24525.33,+977-9811711200,dev_subedi@outlook.com,2023-07-18
361,Gopal Devkota,Customer Service,Delivery Person,True,17403.36,+977-9747226480,gopal_devkota60@hotmail.com,2020-01-31
362,Rekha Bista,Logistics,Accountant,True,28446.52,+977-9769573898,rekhabista@yahoo.com,2020-03-07
363,Sunil Dahal,Accounts,Trainee,False,9842.91,+977-9868974778,sunil_dahal525@mail.com,2021-03-26
364,Saraswati Joshi,Management,Delivery Person,True,21573.56,+977-9749156798,saraswatijoshi979@gmail.com,2022-05-12
365,Bibek Rai,Accounts,Driver,True,22056.03,+977-9804917027,bibek_rai928@hotmail.com,2024-10-25
366,Ganesh Yadav,HR,Accountant,True,39044.41,+977-9821802687,ganeshyadav@mail.com,2021-03-25
367,Keshav Koirala,Accounts,Trainee,False,14321.68,+977-9758573744,keshav_koirala101@gmail.com,2023-06-21
368,Yogesh Pant,Logistics,Senior Executive,True,43111.58,+977-9763905779,yogeshpant97@gmail.com,2020-12-29
369,Kamala Neupane,Sales,Assistant Manager,True,37473.22,+977-9816430454,kamala_neupane@gmail.com,2022-01-16
370,Kamala Rijal,Inventory,Assistant Manager,True,37083.28,+977-9765107858,kamala.rijal@outlook.com,2021-02-28
371,Chandra Giri,Inventory,Helper,True,11137.81,+977-9857463602,chandra_giri751@mail.com,2021-08-23
372,Durga Raut,IT,Assistant Manager,True,30545.44,+977-9841277257,durga.raut220@outlook.com,2024-11-22
373,Dev Tamang,HR,Cashier,True,18831.67,+977-9822648205,devtamang623@mail.com,2021-04-16
374,Janaki Maharjan,Management,Executive,False,24962.27,+977-9769838027,janaki.maharjan@yahoo.com,2024-06-10
375,Sandip Pandey,Customer Service,Officer,True,19737.02,+977-9741928349,sandippandey591@hotmail.com,2023-03-03
376,Bibek Limbu,Logistics,Helper,True,14953.67,+977-9749192017,bibeklimbu@yahoo.com,2021-04-14
377,Bal Subedi,Inventory,Clerk,True,19510.96,+977-9765177624,balsubedi@yahoo.com,2023-01-21
378,Janaki Tamang,Accounts,Assistant Manager,True,36573.23,+977-9764837615,janaki.tamang888@gmail.com,2022-09-28
379,Puspa Oli,Logistics,Supervisor,True,22284.67,+977-9766081557,puspaoli890@gmail.com,2023-09-23
380,Krishna Lamichhane,Inventory,Executive,True,20198.01,+977-9759067906,krishna.lamichhane18@outlook.com,2021-08-15
381,Bimal Karki,Inventory,Supervisor,True,31843.39,+977-9745376113,bimal_karki782@mail.com,2024-12-22
382,Radha Pradhan,Management,Supervisor,True,31361.52,+977-9756269212,radha_pradhan744@mail.com,2022-09-25
383,Asha Chaudhary,Sales,Senior Executive,True,28774.76,+977-9755039320,asha.chaudhary@outlook.com,2023-09-08
384,Anita Devkota,Customer Service,Executive,True,30685.71,+977-9822487478,anitadevkota435@hotmail.com,2022-12-25
385,Lok Magar,Accounts,Accountant,False,28511.12,+977-9807011357,lokmagar189@mail.com,2025-02-12
386,Bishnu Gautam,Inventory,Accountant,True,28103.84,+977-9757150113,bishnugautam3@yahoo.com,2023-04-16
387,Puspa Khadka,HR,Officer,True,24755.67,+977-9848846152,puspakhadka@yahoo.com,2023-02-17
388,Laxmi Dahal,Inventory,Guard,True,12213.59,+977-9866981649,laxmidahal113@gmail.com,2020-04-27
389,Santosh Ghimire,Sales,Helper,True,15437.79,+977-9749790228,santosh.ghimire@hotmail.com,2023-04-06
390,Deepak Mishra,IT,Senior Executive,True,29455.2,+977-9769565103,deepakmishra823@mail.com,2020-08-15
391,Chandra Lamichhane,Inventory,Driver,False,17231.07,+977-9801549448,chandra_lamichhane853@hotmail.com,2022-01-22
392,Basanta Tiwari,Inventory,Clerk,False,14314.55,+977-9801863462,basantatiwari21@yahoo.com,2021-04-03
393,Dil Poudel,Accounts,Clerk,True,15226.92,+977-9742658925,dil_poudel@yahoo.com,2022-11-07
394,Suman Magar,IT,Assistant Manager,False,34087.82,+977-9761196612,suman.magar858@mail.com,2024-12-05
395,Ambika Yadav,Customer Service,Cashier,True,21597.41,+977-9752700971,ambika_yadav579@hotmail.com,2022-03-30
396,Madan Limbu,IT,Manager,False,60415.81,+977-9806667968,madan_limbu445@outlook.com,2020-09-02
397,Nisha Sharma,HR,Senior Executive,True,31347.99,+977-9807286147,nisha.sharma@hotmail.com,2025-05-28
398,Nirmala Subedi,Sales,Manager,False,71870.2,+977-9751737968,nirmala_subedi@hotmail.com,2023-03-24
399,Narayan Pant,IT,Intern,True,8786.24,+977-9841036234,narayanpant118@hotmail.com,2022-12-05
400,Suman Limbu,IT,Trainee,True,14431.54,+977-9767588673,sumanlimbu326@gmail.com,2021-06-14
401,Madan Rijal,Sales,Intern,True,7591.41,+977-9859625084,madanrijal@hotmail.com,2020-06-24
402,Binod Ghimire,IT,Senior Executive,True,42438.75,+977-9748548632,binod_ghimire199@hotmail.com,2021-09-10
403,Anita Subedi,IT,Driver,True,15875.07,+977-9766907743,anita_subedi@yahoo.com,2024-05-11
404,Bishnu Giri,Inventory,Helper,True,13577.0,+977-9864127770,bishnu_giri303@mail.com,2020-04-10
405,Kamal Pokhrel,HR,Manager,False,68921.28,+977-9816142496,kamalpokhrel@outlook.com,2025-03-21
406,Sandip Joshi,Inventory,Guard,True,14361.43,+977-9867779447,sandip_joshi@gmail.com,2021-06-01
407,Uma Rijal,Customer Service,Senior Executive,False,25082.85,+977-9855428942,uma.rijal425@hotmail.com,2022-07-21
408,Ram Dahal,Management,Manager,True,70021.57,+977-9851108245,ramdahal@hotmail.com,2024-02-20
409,Nirmala Giri,HR,Senior Executive,True,41378.53,+977-9854716979,nirmala.giri@hotmail.com,2023-03-28
410,Tara Joshi,Accounts,Manager,True,62831.37,+977-9751357370,tarajoshi768@yahoo.com,2025-03-05
411,Meena Sherpa,IT,Intern,True,5017.89,+977-9818056259,meena_sherpa@yahoo.com,2022-10-04
412,Tara Poudel,Inventory,Guard,True,16772.66,+977-9801139282,tara_poudel@hotmail.com,2022-04-22
413,Nisha Neupane,Accounts,Guard,False,13167.41,+977-9864744199,nisha.neupane437@gmail.com,2022-12-26
414,Sarita Oli,Inventory,Executive,True,27933.64,+977-9827026104,sarita.oli749@hotmail.com,2024-06-02
415,Laxmi Gurung,Sales,Senior Executive,True,33354.82,+977-9868229874,laxmigurung@yahoo.com,2021-12-19
416,Suman Pradhan,IT,Intern,True,8155.54,+977-9813694532,suman.pradhan407@hotmail.com,2025-05-30
417,Kamal Yadav,HR,Helper,False,11126.66,+977-9818611576,kamal.yadav625@mail.com,2022-09-27
418,Mina Poudel,Management,Officer,True,26135.77,+977-9843976735,mina_poudel@gmail.com,2021-07-01
419,Yogesh Pandey,Inventory,Accountant,True,32856.13,+977-9868940845,yogesh.pandey@gmail.com,2021-08-10
420,Rekha Gurung,Accounts,Officer,False,20294.59,+977-9758617815,rekhagurung@outlook.com,2022-04-02
421,Durga Karki,Sales,Driver,True,19998.73,+977-9803899838,durgakarki@mail.com,2022-06-09
422,Shyam Oli,Logistics,Cashier,True,16983.27,+977-9824646630,shyam.oli413@gmail.com,2024-04-13
423,Bimal Yadav,Sales,Helper,True,10794.74,+977-9754382878,bimal_yadav587@mail.com,2020-10-09
424,Yogesh Pant,Management,Intern,True,8309.79,+977-9802797457,yogesh.pant250@yahoo.com,2021-04-03
425,Basanta Khadka,Customer Service,Trainee,True,13907.61,+977-9763641560,basanta.khadka440@yahoo.com,2024-03-09
426,Ganesh Basnet,IT,Cashier,False,20444.35,+977-9815740683,ganesh_basnet915@yahoo.com,2020-09-02
427,Dil Koirala,HR,Senior Executive,True,40400.69,+977-9827923671,dil.koirala31@outlook.com,2023-01-12
428,Basanta Chaudhary,HR,Accountant,True,23993.18,+977-9851661541,basanta.chaudhary@yahoo.com,2021-07-04
429,Nabin Shah,HR,Officer,True,23311.96,+977-9767631797,nabin_shah1@mail.com,2020-08-04
430,Nirmala Raut,Management,Supervisor,True,21242.45,+977-9759124472,nirmalaraut426@outlook.com,2024-11-08
431,Chandra Rai,Accounts,Delivery Person,True,19668.16,+977-9768179480,chandra_rai@hotmail.com,2022-09-15
432,Shanti Sharma,IT,Intern,True,5714.87,+977-9814649888,shanti_sharma@outlook.com,2020-02-19
433,Dipendra Koirala,IT,Supervisor,True,28549.89,+977-9817749167,dipendra_koirala@outlook.com,2022-09-05
434,Anita Pradhan,Accounts,Accountant,True,39872.21,+977-9754181715,anita_pradhan@mail.com,2025-01-30
435,Bikash Oli,Accounts,Helper,True,13254.16,+977-9813788002,bikasholi@outlook.com,2022-11-16
436,Yogesh Shrestha,Sales,Trainee,True,10557.49,+977-9866577993,yogeshshrestha432@mail.com,2022-05-29
437,Saroj Tamang,Logistics,Accountant,True,30403.61,+977-9813299081,sarojtamang436@gmail.com,2020-08-17
438,Rekha Neupane,Management,Senior Executive,True,43650.35,+977-9861526768,rekhaneupane139@yahoo.com,2021-10-19
439,Rita Gautam,Management,Delivery Person,False,15591.23,+977-9803903811,ritagautam311@mail.com,2025-03-10
440,Roshan Limbu,Customer Service,Supervisor,True,30785.37,+977-9754325299,roshan.limbu@mail.com,2021-10-06
441,Janaki Sharma,Accounts,Assistant Manager,False,35164.83,+977-9811246348,janakisharma107@hotmail.com,2023-05-07
442,Bijay Sapkota,Accounts,Executive,True,34491.04,+977-9744489562,bijaysapkota97@gmail.com,2022-12-13
443,Chandra Oli,IT,Intern,True,5192.44,+977-9851059938,chandra_oli@mail.com,2020-06-17
444,Anita Neupane,Accounts,Accountant,False,30419.31,+977-9805434762,anita_neupane@yahoo.com,2024-04-09
445,Sita Sapkota,Management,Guard,True,14169.76,+977-9817513062,sitasapkota@gmail.com,2020-08-02
446,Puspa Shrestha,Logistics,Trainee,False,13907.9,+977-9757545340,puspa.shrestha612@mail.com,2021-04-14
447,Mohan Bhattarai,Management,Officer,True,21797.69,+977-9865474396,mohanbhattarai@gmail.com,2024-06-29
448,Shanti Sitaula,Management,Officer,True,24446.83,+977-9757311278,shantisitaula809@hotmail.com,2020-02-02
449,Bimal Adhikari,Inventory,Cashier,True,22784.39,+977-9811260514,bimal_adhikari541@yahoo.com,2021-10-18
450,Kopila Giri,HR,Senior Executive,False,39312.7,+977-9742778481,kopila_giri@yahoo.com,2022-04-20
451,Bimal Rai,IT,Delivery Person,True,20629.38,+977-9754700703,bimal.rai855@yahoo.com,2023-11-23
452,Yogesh Neupane,Management,Cashier,True,16355.79,+977-9867110460,yogeshneupane421@yahoo.com,2024-12-28
453,Prem Devkota,Accounts,Delivery Person,True,12176.6,+977-9751027298,prem.devkota669@gmail.com,2022-11-25
454,Hari Sharma,Management,Trainee,True,9658.45,+977-9813116005,hari.sharma698@gmail.com,2020-01-16
455,Basanta Thapa,Logistics,Guard,True,17866.84,+977-9819193196,basanta_thapa554@yahoo.com,2022-08-30
456,Kamal Acharya,Management,Driver,False,23628.01,+977-9841062008,kamal_acharya240@outlook.com,2023-12-29
457,Sarita Magar,IT,Delivery Person,False,18203.64,+977-9857031921,sarita.magar@yahoo.com,2025-04-30
458,Ram Subedi,Inventory,Senior Executive,False,34983.51,+977-9812982378,ramsubedi282@gmail.com,2023-08-29
459,Kamala Acharya,Management,Senior Executive,False,33681.41,+977-9815784783,kamala_acharya867@gmail.com,2023-07-14
460,Madan Adhikari,Logistics,Senior Executive,False,29989.26,+977-9843981248,madanadhikari@outlook.com,2020-12-25
461,Anita Bista,Accounts,Accountant,True,35623.34,+977-9743201575,anitabista998@hotmail.com,2020-09-13
462,Jaya Joshi,Management,Senior Executive,False,43018.26,+977-9867747583,jaya_joshi@gmail.com,2020-11-06
463,Lok Magar,Sales,Driver,True,23159.82,+977-9851410155,lokmagar@yahoo.com,2024-11-08
464,Hari Sherpa,Customer Service,Trainee,True,8946.17,+977-9867327103,harisherpa729@hotmail.com,2023-05-20
465,Arun Koirala,Sales,Accountant,True,31777.58,+977-9866276544,arun.koirala@mail.com,2020-09-06
466,Bikash Regmi,HR,Manager,True,71113.34,+977-9747179593,bikash_regmi207@yahoo.com,2024-11-16
467,Sandip Shrestha,Sales,Accountant,False,29866.77,+977-9821025155,sandip.shrestha776@mail.com,2022-12-14
468,Asha Regmi,Management,Intern,True,7189.21,+977-9847624326,asharegmi338@hotmail.com,2020-01-06
469,Sabin Tamang,Management,Trainee,False,8395.63,+977-9829665976,sabintamang644@hotmail.com,2025-03-18
470,Suman Sapkota,Management,Guard,True,15656.83,+977-9765858475,suman.sapkota@outlook.com,2023-03-04
471,Saraswati Sapkota,HR,Assistant Manager,True,38948.71,+977-9858948590,saraswati_sapkota254@mail.com,2021-08-08
472,Bhim Rai,Management,Guard,True,17419.86,+977-9767774090,bhim.rai@yahoo.com,2023-01-29
473,Rita Limbu,IT,Delivery Person,True,18783.98,+977-9846372509,ritalimbu46@gmail.com,2023-08-10
474,Devi Koirala,Accounts,Assistant Manager,True,37839.89,+977-9769181688,devi_koirala@gmail.com,2023-09-24
475,Yogesh Rai,Accounts,Driver,False,18415.5,+977-9762042084,yogeshrai231@mail.com,2023-11-28
476,Suman Koirala,IT,Guard,True,13498.68,+977-9745611979,suman.koirala@yahoo.com,2022-07-16
477,Nisha Oli,Management,Guard,True,12033.98,+977-9815825320,nishaoli@outlook.com,2025-05-07
478,Parvati Karki,Sales,Helper,False,15578.39,+977-9861064533,parvatikarki689@outlook.com,2025-05-28
479,Lok Raut,HR,Executive,True,31409.96,+977-9761293461,lokraut869@outlook.com,2024-05-13
480,Durga Koirala,Sales,Delivery Person,False,15897.96,+977-9851445658,durgakoirala263@gmail.com,2022-09-21
481,Rajesh Rai,Sales,Executive,True,25785.95,+977-9825257502,rajesh_rai109@yahoo.com,2022-07-28
482,Shanti Ghimire,Sales,Delivery Person,False,19493.64,+977-9863069142,shanti_ghimire623@hotmail.com,2024-08-29
483,Bikash Oli,Inventory,Officer,False,20657.92,+977-9824048173,bikash.oli@hotmail.com,2023-06-25
484,Bibek Pradhan,Customer Service,Clerk,True,14364.96,+977-9801661722,bibekpradhan595@hotmail.com,2020-12-17
485,Puja Sharma,Customer Service,Helper,True,13400.73,+977-9854275576,puja.sharma@yahoo.com,2020-01-09
486,Narayan Joshi,IT,Cashier,True,17511.56,+977-9857741333,narayan_joshi@outlook.com,2021-01-30
487,Parvati Chaudhary,Accounts,Senior Executive,True,33195.95,+977-9856493242,parvati_chaudhary@outlook.com,2020-04-02
488,Kamala Pradhan,Management,Cashier,False,19700.96,+977-9814990198,kamalapradhan288@yahoo.com,2024-02-08
489,Ambika Shah,Sales,Helper,True,17830.54,+977-9825640050,ambika_shah@yahoo.com,2023-04-16
490,Kopila Limbu,Management,Accountant,False,30913.2,+977-9803301627,kopila_limbu961@gmail.com,2021-07-08
491,Janaki Pandey,IT,Delivery Person,True,18581.87,+977-9854710049,janaki_pandey@mail.com,2025-05-18
492,Bal Acharya,Inventory,Supervisor,False,20877.84,+977-9756775709,bal_acharya@outlook.com,2021-04-16
